name,affiliation,homepage,scholarid
Claudia Brandelero Rizzi,Western Paraná State University,,NOSCHOLARPAGE
Claudia Müller 0002,University of Siegen,,NOSCHOLARPAGE
Claudia Wagner,GESIS - Leibniz Institute for the Social Sciences,,NOSCHOLARPAGE
Clémence Magnien,CNRS,,NOSCHOLARPAGE
Clemens Kroneberg,Institute of Sociology,,NOSCHOLARPAGE
Clemens Lechner,GESIS - Leibniz Institute for the Social Sciences,,NOSCHOLARPAGE
Cliff Lampe,University of Michigan,,NOSCHOLARPAGE
Cohen R. Simpson,University of Oxford,,NOSCHOLARPAGE
Colin M. Gray,Purdue University,,NOSCHOLARPAGE
Colin Roberts,Cardiff University,,NOSCHOLARPAGE
Collins Census,Southwest Jiaotong University,,NOSCHOLARPAGE
Cong Yang,University of Siegen,,NOSCHOLARPAGE
Congtao Wang,Anhui University,,NOSCHOLARPAGE
Congyu Wu,University of Virginia,,NOSCHOLARPAGE
Conrad Lee,University College Dublin,,NOSCHOLARPAGE
Conrado Manuel,Universidad Complutense de Madrid,,NOSCHOLARPAGE
Cordula Wagner,NIVEL: Netherlands Institute for Health Services Research,,NOSCHOLARPAGE
Corey Pennycuff,University of Notre Dame,,NOSCHOLARPAGE
Corina Graif,Pennsylvania State University,,NOSCHOLARPAGE
Craig Pearson,University of Melbourne,,NOSCHOLARPAGE
Csaba Pléh,Central European University,,NOSCHOLARPAGE
Cuihua Shen,University of California - Davis,,NOSCHOLARPAGE
Curtis L. Maines,Liverpool John Moores University,,NOSCHOLARPAGE
Cynthia Giguère,University of Montreal,,NOSCHOLARPAGE
Cynthia M. Lakon,University of California - Irvine,,NOSCHOLARPAGE
Cynthia M. Webster,University of New South Wales,,NOSCHOLARPAGE
Cyprian Wejnert,Cornell University,,NOSCHOLARPAGE
D. Wayne Osgood,Pennsylvania State University,,NOSCHOLARPAGE
Daiyu Huang,Donghua University,,NOSCHOLARPAGE
Dali Ma,Drexel University,,NOSCHOLARPAGE
Damian A. Tamburri,Eindhoven University of Technology,,NOSCHOLARPAGE
Damla Turgut,University of Central Florida,,NOSCHOLARPAGE
Dan Braha,New England Complex Systems Institute,,NOSCHOLARPAGE
Dan J. Wang,Stanford University,,NOSCHOLARPAGE
Dan Tao,Beijing Jiaotong University,,NOSCHOLARPAGE
Dan Zhang 0001,Zhejiang University,,NOSCHOLARPAGE
Dana L. Haynie,Ohio State University,,NOSCHOLARPAGE
Danching Ruan,Hong Kong Baptist University,,NOSCHOLARPAGE
Daniel A. McFarland,Stanford University,,NOSCHOLARPAGE
Daniel A. Newman,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Daniel Danner,University of Applied Labour Studies,,NOSCHOLARPAGE
Daniel DellaPosta,Cornell University,,NOSCHOLARPAGE
Daniel Diermeier,University of Chicago,,NOSCHOLARPAGE
Daniel Franzmann,Goethe University Frankfurt,,NOSCHOLARPAGE
Daniel Gatica-Perez,EPFL,,NOSCHOLARPAGE
Daniel J. Brass,University of Kent,,NOSCHOLARPAGE
Daniel K. Sewell,University of Iowa,,NOSCHOLARPAGE
Daniel Lavenu,University of Caen,,NOSCHOLARPAGE
Daniel Maier,Free University,,NOSCHOLARPAGE
Daniel P. Enemark,University of Southern California,,NOSCHOLARPAGE
Daniël Paulusma,Durham University,,NOSCHOLARPAGE
Daniel Riehm,University of Notre Dame,,NOSCHOLARPAGE
Daniel S. Halgin,University of Kent,,NOSCHOLARPAGE
Daniel W. Soto,University of Southern California,,NOSCHOLARPAGE
Daniel W. Stashuk,University of Waterloo,,NOSCHOLARPAGE
Daniel Z. Levin,Rutgers University,,NOSCHOLARPAGE
Daniel Zeng,Chinese Academy of Sciences,,NOSCHOLARPAGE
Daniela Stoltenberg,University of Münster,,NOSCHOLARPAGE
Daniele Bellutta,Dartmouth College,,NOSCHOLARPAGE
Daniele Mascia,University of Bologna,,NOSCHOLARPAGE
Dante Contreras,University of Chile,,NOSCHOLARPAGE
Danupol Hoonsopon,Chulalongkorn University,,NOSCHOLARPAGE
Dany Kamuhanda,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Daobing He,Chongqing University,,NOSCHOLARPAGE
Dario Borrelli,Stevens Institute of Technology,,NOSCHOLARPAGE
Dario Gregori,University of Torino,,NOSCHOLARPAGE
Darren C. Treadway,State University of New York at Buffalo,,NOSCHOLARPAGE
Darren M. Scott,McMaster University,,NOSCHOLARPAGE
Darren Scott Appling,Georgia Institute of Technology,,NOSCHOLARPAGE
Darryl Wright,University of Minnesota,,NOSCHOLARPAGE
Darshan Santani,Idiap Research Institute,,NOSCHOLARPAGE
David A. Bright,Flinders University,,NOSCHOLARPAGE
David A. Rolls,University of Melbourne,,NOSCHOLARPAGE
David A. Smith,University of California - Irvine,,NOSCHOLARPAGE
David B. Smith 0001,CSIRO,,NOSCHOLARPAGE
David B. Tindall,University of British Columbia,,NOSCHOLARPAGE
David Ben-Arieh,Kansas State University,,NOSCHOLARPAGE
David C. Bell,Indiana University,,NOSCHOLARPAGE
David D. Rowlee,University of South Carolina,,NOSCHOLARPAGE
David E. Eagle,Duke University,,NOSCHOLARPAGE
David H. Rogers,Cardiff University,,NOSCHOLARPAGE
David Hachen,University of Notre Dame,,NOSCHOLARPAGE
David Holman,University of Sheffield,,NOSCHOLARPAGE
David J. Roelfs,University of Louisville,,NOSCHOLARPAGE
David J. Yates,Bentley University,,NOSCHOLARPAGE
David Knoke,University of Minnesota,,NOSCHOLARPAGE
David Krackhardt,Carnegie Mellon University,,NOSCHOLARPAGE
David Kretschmer,University of Mannheim,,NOSCHOLARPAGE
David Lazer,Harvard University,,NOSCHOLARPAGE
David M. Murungi,Bentley University,,NOSCHOLARPAGE
David Melamed,Ohio State University,,NOSCHOLARPAGE
David R. Hunter,Penn State University,,NOSCHOLARPAGE
David R. Schaefer,University of California - Irvine,,NOSCHOLARPAGE
David Reitter,Google,,NOSCHOLARPAGE
David Savage,RMIT University,,NOSCHOLARPAGE
David Schoch,ETH Zurich,,NOSCHOLARPAGE
David Tuckett,University College London,,NOSCHOLARPAGE
David W. Matula,Southern Methodist University,,NOSCHOLARPAGE
David W. McDonald,University of Washington,,NOSCHOLARPAGE
David Willer,University of South Carolina,,NOSCHOLARPAGE
Davide Barrera,Utrecht University,,NOSCHOLARPAGE
Davide Vega,Uppsala University,,NOSCHOLARPAGE
Dawn Iacobucci,Vanderbilt University,,NOSCHOLARPAGE
De-Nian Yang,Institute of Information Science,,NOSCHOLARPAGE
Dean Lusher,Swinburne University of Technology,,NOSCHOLARPAGE
Debaditya Barman,Visva-Bharati University,,NOSCHOLARPAGE
Debarka Sengupta,Indraprastha Institute of Information Technology Delhi,,NOSCHOLARPAGE
Debasis Das 0001,IIT Jodhpur,,NOSCHOLARPAGE
Deborah I. Fels,Ryerson University,,NOSCHOLARPAGE
Dehai Liu,Dongbei University of Finance & Economics,,NOSCHOLARPAGE
Deirdre M. Kirke,National University of Ireland,,NOSCHOLARPAGE
Delia Baldassarri,York University,,NOSCHOLARPAGE
Denis Bouyssou,CNRS,,NOSCHOLARPAGE
Denis Gracanin,Virginia Tech,,NOSCHOLARPAGE
Denis Helic,Graz University of Technology,,NOSCHOLARPAGE
Dennis Li,The University of Texas Health Science Center at Houston,,NOSCHOLARPAGE
Derek Kreager,Pennsylvania State University,,NOSCHOLARPAGE
Derek L. Hansen,Brigham Young University,,NOSCHOLARPAGE
Dev Vashisth,BITS Pilani,,NOSCHOLARPAGE
Devon D. Brewer,University of Washington,,NOSCHOLARPAGE
Dexiang Yin,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Deying Li 0001,Renmin University of China,,NOSCHOLARPAGE
Diana Mok,University of Western Ontario,,NOSCHOLARPAGE
Diane Felmlee,Pennsylvania State University,,NOSCHOLARPAGE
Dianne A. Van Hemert,Tilburg University,,NOSCHOLARPAGE
Dianxiang Xu,Northwest Normal University,,NOSCHOLARPAGE
Diego Perna,University of Calabria,,NOSCHOLARPAGE
Diliara Valeeva,University of Amsterdam,,NOSCHOLARPAGE
Dimitri Fazito,Federal University of Minas Gerais,,NOSCHOLARPAGE
Dinesh Kumar Saini,Sohar University,,NOSCHOLARPAGE
Ding-Zhu Du,University of Texas at Dallas,,NOSCHOLARPAGE
Dinnus H. M. Frijters,VU University,,NOSCHOLARPAGE
Dino Dittrich,Tilburg University,,NOSCHOLARPAGE
Dino P. Christenson,Boston University,,NOSCHOLARPAGE
Dirk-Jan van Veen,ETH Zurich,,NOSCHOLARPAGE
Dixon Vimalajeewa,Waterford Institute of Technology,,NOSCHOLARPAGE
Djellel Eddine Difallah,York University,,NOSCHOLARPAGE
Djoerd Hiemstra,University of Twente,,NOSCHOLARPAGE
Dmitri Goldenberg,Tel-Aviv University,,NOSCHOLARPAGE
Domenico Brunetto,Politecnico di Milano,,NOSCHOLARPAGE
Domenico De Stefano,Ca' Foscari University of Venice,,NOSCHOLARPAGE
Dominic DiFranzo,Cornell University,,NOSCHOLARPAGE
Dongkyun Im,Seoul National University,,NOSCHOLARPAGE
Dongning Liu,Guangdong University of Technology,,NOSCHOLARPAGE
Dongpu Cao,University of Waterloo,,NOSCHOLARPAGE
Dongwei Xu,Zhejiang University,,NOSCHOLARPAGE
Dongxiao Yu,Shandong University,,NOSCHOLARPAGE
Dorothy Espelage,University of Florida,,NOSCHOLARPAGE
Dorottya Kisfalusi,Hungarian Academy of Sciences,,NOSCHOLARPAGE
Douglas Adams 0003,University of Arkansas,,NOSCHOLARPAGE
Douglas D. Heckathorn,Cornell University,,NOSCHOLARPAGE
Douglas L. Steinley,University of Missouri,,NOSCHOLARPAGE
Douglas W. Lowery-North,Emory University,,NOSCHOLARPAGE
Drazen Cepic,University of Zadar,,NOSCHOLARPAGE
Du Q. Huynh,University of Western Australia,,NOSCHOLARPAGE
Duan-Shin Lee,National Tsing Hua University,,NOSCHOLARPAGE
Dumidu S. Talagala,University of Surrey,,NOSCHOLARPAGE
Duo Xu,Shanghai Normal University,,NOSCHOLARPAGE
Durvasula V. L. N. Somayajulu,Indian Institute of Information Technology,,NOSCHOLARPAGE
Dusit Niyato,Nanyang Technological University,,NOSCHOLARPAGE
Dusko Pavlovic,University of Hawaii at Manoa,,NOSCHOLARPAGE
Duy Quang Vu,University of Melbourne,,NOSCHOLARPAGE
Duy Vu,University of Melbourne,,NOSCHOLARPAGE
Ebin Deni Raj,Indian Institute of Information Technology,,NOSCHOLARPAGE
Ebrahim Sahafizadeh,University of Isfahan,,NOSCHOLARPAGE
Ece Batchelder,University of California - Irvine,,NOSCHOLARPAGE
Ed Sleebos,VU University,,NOSCHOLARPAGE
Edoardo Serra,Boise State University,,NOSCHOLARPAGE
Edward A. McBean,University of Guelph,,NOSCHOLARPAGE
Edward Bishop Smith,Northwestern University,,NOSCHOLARPAGE
Edward H. Ip,Wake Forest School of Medicine,,NOSCHOLARPAGE
Ee-Peng Lim,Singapore Management University,,NOSCHOLARPAGE
Eelke M. Heemskerk,University of Amsterdam,,NOSCHOLARPAGE
Efstathios Velenis,Cranfield University,,NOSCHOLARPAGE
Ehsan Ghezelbash,University of Tehran,,NOSCHOLARPAGE
Einat Minkov,University of Haifa,,NOSCHOLARPAGE
Eirini Milaiou,University of Athens,,NOSCHOLARPAGE
Eirini-Eleni Tsiropoulou,University of New Mexico,,NOSCHOLARPAGE
Eithne Quinn,University of Manchester,,NOSCHOLARPAGE
Elaine M. Hernandez,Indiana University,,NOSCHOLARPAGE
Elena Simperl,University of Southampton,,NOSCHOLARPAGE
Eleni Stai,EPFL,,NOSCHOLARPAGE
Eleonora Patacchini,Sapienza University of Rome,,NOSCHOLARPAGE
Elham Rastegari,University of Nebraska Omaha,,NOSCHOLARPAGE
Eli V. Olinick,Southern Methodist University,,NOSCHOLARPAGE
Elisa Bellotti,University of Manchester,,NOSCHOLARPAGE
Elisa Bertino,Purdue University,,NOSCHOLARPAGE
Elisa Jayne Bienenstock,Stanford University,,NOSCHOLARPAGE
Elisabeth L. Terhell,Vrije University Amsterdam,,NOSCHOLARPAGE
Elise Cappella,York University,,NOSCHOLARPAGE
Elisenda Molina,University Carlos III of Madrid,,NOSCHOLARPAGE
Elizabeth Costenbader,Johns Hopkins University,,NOSCHOLARPAGE
Elizabeth Reilly,Johns Hopkins University,,NOSCHOLARPAGE
Ella M. Atkins,University of Michigan,,NOSCHOLARPAGE
Ellen Harries,University of Manchester,,NOSCHOLARPAGE
Emilio Ferrara,University of Southern California,,NOSCHOLARPAGE
Emily Hoagland,Cornell University,,NOSCHOLARPAGE
Emily Porter,University of Washington,,NOSCHOLARPAGE
Emily Smith,University of California - Irvine,,NOSCHOLARPAGE
Emma McBryde,University of Melbourne,,NOSCHOLARPAGE
Emma S. Spiro,University of California - Irvine,,NOSCHOLARPAGE
Emmanuel Lazega,CNRS,,NOSCHOLARPAGE
Emre Kiciman,Microsoft,,NOSCHOLARPAGE
Enrica Iannuzzi,University of Foggia,,NOSCHOLARPAGE
Enrico Bozzo,University of Udine,,NOSCHOLARPAGE
Enrique González-Arangüena,Universidad Complutense de Madrid,,NOSCHOLARPAGE
Eran Shor,McGill University,,NOSCHOLARPAGE
Erez Shmueli,Tel-Aviv University,,NOSCHOLARPAGE
Eric Cawi,Washington University in St. Louis,,NOSCHOLARPAGE
Eric D. Kolaczyk,Boston University,,NOSCHOLARPAGE
Eric D. Widmer,University of Geneva,,NOSCHOLARPAGE
Eric Giannella,University of California - Berkeley,,NOSCHOLARPAGE
Eric Gladstone,University of Kent,,NOSCHOLARPAGE
Eric Horvitz,Microsoft,,NOSCHOLARPAGE
Eric J. Neuman,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Eric Lancaster,University of Maryland - College Park,,NOSCHOLARPAGE
Eric Quintane,University of Los Andes,,NOSCHOLARPAGE
Eric Rice,University of Southern California,,NOSCHOLARPAGE
Eric Schoon,University of Arizona,,NOSCHOLARPAGE
Eric Turkheimer,University of Virginia,,NOSCHOLARPAGE
Eric W. Welch,Arizona State University,,NOSCHOLARPAGE
Erica Briscoe,Georgia Institute of Technology,,NOSCHOLARPAGE
Ericsson Marin,Arizona State University,,NOSCHOLARPAGE
Erik Cambria,Nanyang Technological University,,NOSCHOLARPAGE
Erik M. Volz,University of Texas at Austin,,NOSCHOLARPAGE
Erin Pullen,Indiana University,,NOSCHOLARPAGE
Erkki Vartiainen,National Public Health Institute,,NOSCHOLARPAGE
Erwu Liu,Tongji University,,NOSCHOLARPAGE
Essi Pöyry,University of Helsinki,,NOSCHOLARPAGE
Esteban Moro,University Carlos III of Madrid,,NOSCHOLARPAGE
Eszter Berán,Catholic University,,NOSCHOLARPAGE
Eugen Pircalabelu,KU Leuven,,NOSCHOLARPAGE
Eugene C. Johnsen,University of California - Santa Barbara,,NOSCHOLARPAGE
Eugene Santos,Dartmouth College,,NOSCHOLARPAGE
Eugenius Kaszkurewicz,Federal University of Rio de Janeiro,,NOSCHOLARPAGE
Eunice E. Santos,Illinois Institute of Technology,,NOSCHOLARPAGE
Eva Huszti,University of Debrecen,,NOSCHOLARPAGE
Eva Jaspers,Utrecht University,,NOSCHOLARPAGE
Eva Kyndt,KU Leuven,,NOSCHOLARPAGE
Eva Vriens,Utrecht University,,NOSCHOLARPAGE
Evan Finley,Indiana University,,NOSCHOLARPAGE
Evelien Demaerschalk,University of Leuven,,NOSCHOLARPAGE
Evey Huang,Northwestern University,,NOSCHOLARPAGE
Eytan Adar,HP Labs,,NOSCHOLARPAGE
F. Marijn Stok,University of Konstanz,,NOSCHOLARPAGE
Fabian Flöck,GESIS - Leibniz Institute for the Social Sciences,,NOSCHOLARPAGE
Fabiana Zollo,IMT School for Advanced Studies,,NOSCHOLARPAGE
Fabio Casati,University of Trento,,NOSCHOLARPAGE
Fabio Pammolli,Politecnico di Milano,,NOSCHOLARPAGE
Fahad Maqbool,University of Sargodha,,NOSCHOLARPAGE
Falk Scholer,RMIT University,,NOSCHOLARPAGE
Faming Gong,China University of Petroleum,,NOSCHOLARPAGE
Fang Chen 0001,University of Technology Sydney,,NOSCHOLARPAGE
Fanzhang Li,Soochow University,,NOSCHOLARPAGE
Farshad Salimi Naneh Karan,University of Tennessee,,NOSCHOLARPAGE
Fatima Alba Rendon-Huerta,University of Guanajuato,,NOSCHOLARPAGE
Fatima K. Abu Salem,American University of Beirut,,NOSCHOLARPAGE
Fei Hao,Shaanxi Normal University,,NOSCHOLARPAGE
Fei Tao,Beihang University,,NOSCHOLARPAGE
Fei-Yue Wang 0001,Chinese Academy of Sciences,,NOSCHOLARPAGE
Feifei Chen 0001,Deakin University,,NOSCHOLARPAGE
Felicia F. Tian,Fudan University,,NOSCHOLARPAGE
Felix Brünker,University of Duisburg-Essen,,NOSCHOLARPAGE
Felix Reed-Tsochas,University of Oxford,,NOSCHOLARPAGE
Feng Chen 0001,University of Texas at Dallas,,NOSCHOLARPAGE
Feng Li 0001,Indiana University,,NOSCHOLARPAGE
Feng Shi 0005,University of Chicago,,NOSCHOLARPAGE
Feng Wang 0002,Arizona State University,,NOSCHOLARPAGE
Feng Wang 0020,Fujian University of Technology,,NOSCHOLARPAGE
Feng Xia 0001,Federation University Australia,,NOSCHOLARPAGE
Fenghua Zhu,Chinese Academy of Sciences,,NOSCHOLARPAGE
Feniosky Peña-Mora,Columbia University,,NOSCHOLARPAGE
Fenlin Liu,PLA Strategic Support Force Information Engineering University,,NOSCHOLARPAGE
Feras N. Al-Obeidat,Zayed University,,NOSCHOLARPAGE
Filip Agneessens,University of Trento,,NOSCHOLARPAGE
Filip Boen,KU Leuven,,NOSCHOLARPAGE
Flaminio Squazzoni,University of Brescia,,NOSCHOLARPAGE
Florian Daniel,Politecnico di Milano,,NOSCHOLARPAGE
Florian Eßer,University of Hildesheim,,NOSCHOLARPAGE
Florian Maire,University College Dublin,,NOSCHOLARPAGE
Floriana Gargiulo,CNRS,,NOSCHOLARPAGE
Forough Allahbakhshi,Islamic Azad University,,NOSCHOLARPAGE
Foster Amey,Middle Tennessee State University,,NOSCHOLARPAGE
Francesca Grippa,University of Salento,,NOSCHOLARPAGE
Francesca Pallotti,University of Greenwich,,NOSCHOLARPAGE
Francesca Spezzano,Boise State University,,NOSCHOLARPAGE
Francesco Calderoni,Università Cattolica del Sacro Cuore,,NOSCHOLARPAGE
Francis Lee,University of California - Irvine,,NOSCHOLARPAGE
Francis Tuerlinckx,University of Leuven,,NOSCHOLARPAGE
Francisco I. Bastos,Institute of Scientific and Technological Communication & Information in Health,,NOSCHOLARPAGE
François Grey,University of Geneva,,NOSCHOLARPAGE
Frank Tutzauer,University at Buffalo,,NOSCHOLARPAGE
Frank W. Takes,University of Amsterdam,,NOSCHOLARPAGE
Frank van Tubergen,Utrecht University,,NOSCHOLARPAGE
Fred Morstatter,USC Information Sciences Institute,,NOSCHOLARPAGE
Frédéric Varone,University of Geneva,,NOSCHOLARPAGE
Fredrik Liljeros,Stockholm University,,NOSCHOLARPAGE
Frits van Merode,Maastricht University,,NOSCHOLARPAGE
Fruzsina Albert,Károli Gáspár University of the Reformed Church,,NOSCHOLARPAGE
Fucai Zhou,Northeastern University,,NOSCHOLARPAGE
Fuji Ren,Tokushima University,,NOSCHOLARPAGE
Fuzhi Zhang,Yanshan University,,NOSCHOLARPAGE
Gábor Péli,University of Groningen,,NOSCHOLARPAGE
Gabriel A. Wainer,Carleton University,,NOSCHOLARPAGE
Gabriel Otero,University of Amsterdam,,NOSCHOLARPAGE
Gabriele Plickert,University of Toronto,,NOSCHOLARPAGE
Gaby G. Dagher,Boise State University,,NOSCHOLARPAGE
Gad Yair,The Hebrew University,,NOSCHOLARPAGE
Galina Daraganova,University of Melbourne,,NOSCHOLARPAGE
Gang Kou,Southwestern University of Finance and Economics,,NOSCHOLARPAGE
Gang Liang,McGill University,,NOSCHOLARPAGE
Gang Pan 0001,Zhejiang University,,NOSCHOLARPAGE
Gang Wang 0011,Virginia Tech,,NOSCHOLARPAGE
Gang Xiong 0001,Chinese Academy of Sciences,,NOSCHOLARPAGE
Gaosheng Wu,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Gaoxing Zhao,Dalian University of Technology,,NOSCHOLARPAGE
Gaoyang Liu,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Garry L. Adams,Auburn University,,NOSCHOLARPAGE
Garry Robins,University of Melbourne,,NOSCHOLARPAGE
Garud Iyengar,Columbia University,,NOSCHOLARPAGE
Gary An,University of Chicago,,NOSCHOLARPAGE
Gasper Koren,University of Ljubljana,,NOSCHOLARPAGE
Gaurav Sharma 0009,Lakehead University,,NOSCHOLARPAGE
Gautam Srivastava,Brandon University,,NOSCHOLARPAGE
Gbemisola Adejumo,University of Waterloo,,NOSCHOLARPAGE
Gemma Edwards,University of Manchester,,NOSCHOLARPAGE
Gene A. Shelley,Georgia State University,,NOSCHOLARPAGE
Geoff A. Gross,University at Buffalo,,NOSCHOLARPAGE
Geoff K. Nicholls,University of Oxford,,NOSCHOLARPAGE
Geoffrey P. Morgan,Carnegie Mellon University,,NOSCHOLARPAGE
Georg Wolff,University of Freiburg,,NOSCHOLARPAGE
George A. Barnett,University at Buffalo,,NOSCHOLARPAGE
George B. Davis,Carnegie Mellon University,,NOSCHOLARPAGE
George Berry,Cornell University,,NOSCHOLARPAGE
George Cotsonis,Emory University,,NOSCHOLARPAGE
George Cybenko,Dartmouth College,,NOSCHOLARPAGE
George G. Vega Yon,University of Southern California,,NOSCHOLARPAGE
George Karabatis,University of Maryland - College Park,,NOSCHOLARPAGE
George Leckie,University of Bristol,,NOSCHOLARPAGE
George Loizou,University of London,,NOSCHOLARPAGE
George R. Barnes,University of Louisville,,NOSCHOLARPAGE
George Wood,University of Oxford,,NOSCHOLARPAGE
Georges Linarès,Avignon University,,NOSCHOLARPAGE
Georgios Mantas,University of Greenwich,,NOSCHOLARPAGE
Gerald C. Kane,Boston College,,NOSCHOLARPAGE
Gerald Mollenhorst,Utrecht University,,NOSCHOLARPAGE
Gerardo Garcia,University of Los Andes,,NOSCHOLARPAGE
Gerda Claeskens,KU Leuven,,NOSCHOLARPAGE
Gerhard G. Van De Bunt,VU University,,NOSCHOLARPAGE
Gerhard Krug,University of Erlangen-Nuremberg,,NOSCHOLARPAGE
Germà Coenders,University of Girona,,NOSCHOLARPAGE
Gerrit Rooks,Eindhoven University of Technology,,NOSCHOLARPAGE
Gert Vande Broek,KU Leuven,,NOSCHOLARPAGE
Geyong Min,University of Exeter,,NOSCHOLARPAGE
Ghita Mezzour,International University of Rabat,,NOSCHOLARPAGE
Giacomo Solano,Eindhoven University of Technology,,NOSCHOLARPAGE
Giagia Gao,Henan Polytechnic University,,NOSCHOLARPAGE
Giancarlo Ragozini,University of Naples,,NOSCHOLARPAGE
Giangiacomo Bravo,Linnaeus University,,NOSCHOLARPAGE
Gianluca Carnabuci,University of Amsterdam,,NOSCHOLARPAGE
Gianluca Demartini,University of Queensland,,NOSCHOLARPAGE
Gianluca Lax,Mediterranea University of Reggio Calabria,,NOSCHOLARPAGE
Gianmarco De Francisci Morales,Qatar Computing Research Institute,,NOSCHOLARPAGE
Gigliola Vaglini,University of Pisa,,NOSCHOLARPAGE
Gijs Huitsing,University of Groningen,,NOSCHOLARPAGE
Gil Viry,University of Geneva,,NOSCHOLARPAGE
Gilad Ravid,Ben Gurion University of the Negev,,NOSCHOLARPAGE
